,virus,Start,End,Score
36,nc_045512.2.fasta.S10-20_L0-8_M2.pal,1800,1900,4
37,nc_045512.2.fasta.S10-20_L0-8_M2.pal,1850,1950,2
38,nc_045512.2.fasta.S10-20_L0-8_M2.pal,1900,2000,1
39,nc_045512.2.fasta.S10-20_L0-8_M2.pal,1950,2050,2
40,nc_045512.2.fasta.S10-20_L0-8_M2.pal,2000,2100,3
41,nc_045512.2.fasta.S10-20_L0-8_M2.pal,2050,2150,2
42,nc_045512.2.fasta.S10-20_L0-8_M2.pal,2100,2200,1
43,nc_045512.2.fasta.S10-20_L0-8_M2.pal,2150,2250,4
44,nc_045512.2.fasta.S10-20_L0-8_M2.pal,2200,2300,4
45,nc_045512.2.fasta.S10-20_L0-8_M2.pal,2250,2350,4
46,nc_045512.2.fasta.S10-20_L0-8_M2.pal,2300,2400,3
47,nc_045512.2.fasta.S10-20_L0-8_M2.pal,2350,2450,4
48,nc_045512.2.fasta.S10-20_L0-8_M2.pal,2400,2500,1
49,nc_045512.2.fasta.S10-20_L0-8_M2.pal,2450,2550,0
50,nc_045512.2.fasta.S10-20_L0-8_M2.pal,2500,2600,0
51,nc_045512.2.fasta.S10-20_L0-8_M2.pal,2550,2650,1
52,nc_045512.2.fasta.S10-20_L0-8_M2.pal,2600,2700,2
53,nc_045512.2.fasta.S10-20_L0-8_M2.pal,2650,2750,4
54,nc_045512.2.fasta.S10-20_L0-8_M2.pal,2700,2800,5
55,nc_045512.2.fasta.S10-20_L0-8_M2.pal,2750,2850,2
56,nc_045512.2.fasta.S10-20_L0-8_M2.pal,2800,2900,1
57,nc_045512.2.fasta.S10-20_L0-8_M2.pal,2850,2950,0
58,nc_045512.2.fasta.S10-20_L0-8_M2.pal,2900,3000,0
59,nc_045512.2.fasta.S10-20_L0-8_M2.pal,2950,3050,0
60,nc_045512.2.fasta.S10-20_L0-8_M2.pal,3000,3100,0
61,nc_045512.2.fasta.S10-20_L0-8_M2.pal,3050,3150,2
62,nc_045512.2.fasta.S10-20_L0-8_M2.pal,3100,3200,7
63,nc_045512.2.fasta.S10-20_L0-8_M2.pal,3150,3250,5
64,nc_045512.2.fasta.S10-20_L0-8_M2.pal,3200,3300,3
65,nc_045512.2.fasta.S10-20_L0-8_M2.pal,3250,3350,5
66,nc_045512.2.fasta.S10-20_L0-8_M2.pal,3300,3400,6
67,nc_045512.2.fasta.S10-20_L0-8_M2.pal,3350,3450,8
68,nc_045512.2.fasta.S10-20_L0-8_M2.pal,3400,3500,11
69,nc_045512.2.fasta.S10-20_L0-8_M2.pal,3450,3550,7
70,nc_045512.2.fasta.S10-20_L0-8_M2.pal,3500,3600,3
71,nc_045512.2.fasta.S10-20_L0-8_M2.pal,3550,3650,0
72,nc_045512.2.fasta.S10-20_L0-8_M2.pal,3600,3700,4
73,nc_045512.2.fasta.S10-20_L0-8_M2.pal,3650,3750,4
74,nc_045512.2.fasta.S10-20_L0-8_M2.pal,3700,3800,0
75,nc_045512.2.fasta.S10-20_L0-8_M2.pal,3750,3850,0
76,nc_045512.2.fasta.S10-20_L0-8_M2.pal,3800,3900,0
77,nc_045512.2.fasta.S10-20_L0-8_M2.pal,3850,3950,5
78,nc_045512.2.fasta.S10-20_L0-8_M2.pal,3900,4000,6
79,nc_045512.2.fasta.S10-20_L0-8_M2.pal,3950,4050,3
80,nc_045512.2.fasta.S10-20_L0-8_M2.pal,4000,4100,6
81,nc_045512.2.fasta.S10-20_L0-8_M2.pal,4050,4150,5
82,nc_045512.2.fasta.S10-20_L0-8_M2.pal,4100,4200,3
83,nc_045512.2.fasta.S10-20_L0-8_M2.pal,4150,4250,2
84,nc_045512.2.fasta.S10-20_L0-8_M2.pal,4200,4300,2
85,nc_045512.2.fasta.S10-20_L0-8_M2.pal,4250,4350,10
86,nc_045512.2.fasta.S10-20_L0-8_M2.pal,4300,4400,9
87,nc_045512.2.fasta.S10-20_L0-8_M2.pal,4350,4450,5
88,nc_045512.2.fasta.S10-20_L0-8_M2.pal,4400,4500,4
89,nc_045512.2.fasta.S10-20_L0-8_M2.pal,4450,4550,6
90,nc_045512.2.fasta.S10-20_L0-8_M2.pal,4500,4600,6
91,nc_045512.2.fasta.S10-20_L0-8_M2.pal,4550,4650,5
92,nc_045512.2.fasta.S10-20_L0-8_M2.pal,4600,4700,4
93,nc_045512.2.fasta.S10-20_L0-8_M2.pal,4650,4750,0
94,nc_045512.2.fasta.S10-20_L0-8_M2.pal,4700,4800,0
95,nc_045512.2.fasta.S10-20_L0-8_M2.pal,4750,4850,3
96,nc_045512.2.fasta.S10-20_L0-8_M2.pal,4800,4900,4
97,nc_045512.2.fasta.S10-20_L0-8_M2.pal,4850,4950,4
98,nc_045512.2.fasta.S10-20_L0-8_M2.pal,4900,5000,3
99,nc_045512.2.fasta.S10-20_L0-8_M2.pal,4950,5050,3
100,nc_045512.2.fasta.S10-20_L0-8_M2.pal,5000,5100,0
101,nc_045512.2.fasta.S10-20_L0-8_M2.pal,5050,5150,14
102,nc_045512.2.fasta.S10-20_L0-8_M2.pal,5100,5200,15
103,nc_045512.2.fasta.S10-20_L0-8_M2.pal,5150,5250,1
104,nc_045512.2.fasta.S10-20_L0-8_M2.pal,5200,5300,10
105,nc_045512.2.fasta.S10-20_L0-8_M2.pal,5250,5350,12
106,nc_045512.2.fasta.S10-20_L0-8_M2.pal,5300,5400,2
107,nc_045512.2.fasta.S10-20_L0-8_M2.pal,5350,5450,6
108,nc_045512.2.fasta.S10-20_L0-8_M2.pal,5400,5500,7
109,nc_045512.2.fasta.S10-20_L0-8_M2.pal,5450,5550,2
110,nc_045512.2.fasta.S10-20_L0-8_M2.pal,5500,5600,5
111,nc_045512.2.fasta.S10-20_L0-8_M2.pal,5550,5650,6
112,nc_045512.2.fasta.S10-20_L0-8_M2.pal,5600,5700,7
113,nc_045512.2.fasta.S10-20_L0-8_M2.pal,5650,5750,8
114,nc_045512.2.fasta.S10-20_L0-8_M2.pal,5700,5800,7
115,nc_045512.2.fasta.S10-20_L0-8_M2.pal,5750,5850,7
116,nc_045512.2.fasta.S10-20_L0-8_M2.pal,5800,5900,2
117,nc_045512.2.fasta.S10-20_L0-8_M2.pal,5850,5950,2
118,nc_045512.2.fasta.S10-20_L0-8_M2.pal,5900,6000,0
119,nc_045512.2.fasta.S10-20_L0-8_M2.pal,5950,6050,1
120,nc_045512.2.fasta.S10-20_L0-8_M2.pal,6000,6100,7
121,nc_045512.2.fasta.S10-20_L0-8_M2.pal,6050,6150,7
122,nc_045512.2.fasta.S10-20_L0-8_M2.pal,6100,6200,6
123,nc_045512.2.fasta.S10-20_L0-8_M2.pal,6150,6250,1
124,nc_045512.2.fasta.S10-20_L0-8_M2.pal,6200,6300,6
125,nc_045512.2.fasta.S10-20_L0-8_M2.pal,6250,6350,6
126,nc_045512.2.fasta.S10-20_L0-8_M2.pal,6300,6400,1
127,nc_045512.2.fasta.S10-20_L0-8_M2.pal,6350,6450,1
128,nc_045512.2.fasta.S10-20_L0-8_M2.pal,6400,6500,0
129,nc_045512.2.fasta.S10-20_L0-8_M2.pal,6450,6550,0
130,nc_045512.2.fasta.S10-20_L0-8_M2.pal,6500,6600,1
131,nc_045512.2.fasta.S10-20_L0-8_M2.pal,6550,6650,1
132,nc_045512.2.fasta.S10-20_L0-8_M2.pal,6600,6700,5
133,nc_045512.2.fasta.S10-20_L0-8_M2.pal,6650,6750,10
134,nc_045512.2.fasta.S10-20_L0-8_M2.pal,6700,6800,15
135,nc_045512.2.fasta.S10-20_L0-8_M2.pal,6750,6850,14
136,nc_045512.2.fasta.S10-20_L0-8_M2.pal,6800,6900,12
137,nc_045512.2.fasta.S10-20_L0-8_M2.pal,6850,6950,4
138,nc_045512.2.fasta.S10-20_L0-8_M2.pal,6900,7000,4
139,nc_045512.2.fasta.S10-20_L0-8_M2.pal,6950,7050,4
140,nc_045512.2.fasta.S10-20_L0-8_M2.pal,7000,7100,2
141,nc_045512.2.fasta.S10-20_L0-8_M2.pal,7050,7150,2
142,nc_045512.2.fasta.S10-20_L0-8_M2.pal,7100,7200,2
143,nc_045512.2.fasta.S10-20_L0-8_M2.pal,7150,7250,2
144,nc_045512.2.fasta.S10-20_L0-8_M2.pal,7200,7300,2
145,nc_045512.2.fasta.S10-20_L0-8_M2.pal,7250,7350,0
146,nc_045512.2.fasta.S10-20_L0-8_M2.pal,7300,7400,0
147,nc_045512.2.fasta.S10-20_L0-8_M2.pal,7350,7450,1
148,nc_045512.2.fasta.S10-20_L0-8_M2.pal,7400,7500,2
149,nc_045512.2.fasta.S10-20_L0-8_M2.pal,7450,7550,2
150,nc_045512.2.fasta.S10-20_L0-8_M2.pal,7500,7600,2
151,nc_045512.2.fasta.S10-20_L0-8_M2.pal,7550,7650,4
152,nc_045512.2.fasta.S10-20_L0-8_M2.pal,7600,7700,5
153,nc_045512.2.fasta.S10-20_L0-8_M2.pal,7650,7750,3
154,nc_045512.2.fasta.S10-20_L0-8_M2.pal,7700,7800,4
155,nc_045512.2.fasta.S10-20_L0-8_M2.pal,7750,7850,6
156,nc_045512.2.fasta.S10-20_L0-8_M2.pal,7800,7900,4
157,nc_045512.2.fasta.S10-20_L0-8_M2.pal,7850,7950,2
158,nc_045512.2.fasta.S10-20_L0-8_M2.pal,7900,8000,3
159,nc_045512.2.fasta.S10-20_L0-8_M2.pal,7950,8050,4
160,nc_045512.2.fasta.S10-20_L0-8_M2.pal,8000,8100,4
161,nc_045512.2.fasta.S10-20_L0-8_M2.pal,8050,8150,7
162,nc_045512.2.fasta.S10-20_L0-8_M2.pal,8100,8200,5
163,nc_045512.2.fasta.S10-20_L0-8_M2.pal,8150,8250,2
164,nc_045512.2.fasta.S10-20_L0-8_M2.pal,8200,8300,0
165,nc_045512.2.fasta.S10-20_L0-8_M2.pal,8250,8350,0
166,nc_045512.2.fasta.S10-20_L0-8_M2.pal,8300,8400,0
167,nc_045512.2.fasta.S10-20_L0-8_M2.pal,8350,8450,0
168,nc_045512.2.fasta.S10-20_L0-8_M2.pal,8400,8500,1
169,nc_045512.2.fasta.S10-20_L0-8_M2.pal,8450,8550,1
170,nc_045512.2.fasta.S10-20_L0-8_M2.pal,8500,8600,3
171,nc_045512.2.fasta.S10-20_L0-8_M2.pal,8550,8650,2
172,nc_045512.2.fasta.S10-20_L0-8_M2.pal,8600,8700,1
173,nc_045512.2.fasta.S10-20_L0-8_M2.pal,8650,8750,1
174,nc_045512.2.fasta.S10-20_L0-8_M2.pal,8700,8800,2
175,nc_045512.2.fasta.S10-20_L0-8_M2.pal,8750,8850,1
176,nc_045512.2.fasta.S10-20_L0-8_M2.pal,8800,8900,5
177,nc_045512.2.fasta.S10-20_L0-8_M2.pal,8850,8950,6
178,nc_045512.2.fasta.S10-20_L0-8_M2.pal,8900,9000,1
179,nc_045512.2.fasta.S10-20_L0-8_M2.pal,8950,9050,2
180,nc_045512.2.fasta.S10-20_L0-8_M2.pal,9000,9100,2
181,nc_045512.2.fasta.S10-20_L0-8_M2.pal,9050,9150,3
182,nc_045512.2.fasta.S10-20_L0-8_M2.pal,9100,9200,1
183,nc_045512.2.fasta.S10-20_L0-8_M2.pal,9150,9250,0
184,nc_045512.2.fasta.S10-20_L0-8_M2.pal,9200,9300,0
185,nc_045512.2.fasta.S10-20_L0-8_M2.pal,9250,9350,1
186,nc_045512.2.fasta.S10-20_L0-8_M2.pal,9300,9400,1
187,nc_045512.2.fasta.S10-20_L0-8_M2.pal,9350,9450,1
188,nc_045512.2.fasta.S10-20_L0-8_M2.pal,9400,9500,0
189,nc_045512.2.fasta.S10-20_L0-8_M2.pal,9450,9550,2
190,nc_045512.2.fasta.S10-20_L0-8_M2.pal,9500,9600,2
191,nc_045512.2.fasta.S10-20_L0-8_M2.pal,9550,9650,2
192,nc_045512.2.fasta.S10-20_L0-8_M2.pal,9600,9700,0
193,nc_045512.2.fasta.S10-20_L0-8_M2.pal,9650,9750,7
194,nc_045512.2.fasta.S10-20_L0-8_M2.pal,9700,9800,8
195,nc_045512.2.fasta.S10-20_L0-8_M2.pal,9750,9850,8
196,nc_045512.2.fasta.S10-20_L0-8_M2.pal,9800,9900,2
197,nc_045512.2.fasta.S10-20_L0-8_M2.pal,9850,9950,2
198,nc_045512.2.fasta.S10-20_L0-8_M2.pal,9900,10000,3
199,nc_045512.2.fasta.S10-20_L0-8_M2.pal,9950,10050,3
200,nc_045512.2.fasta.S10-20_L0-8_M2.pal,10000,10100,2
201,nc_045512.2.fasta.S10-20_L0-8_M2.pal,10050,10150,0
202,nc_045512.2.fasta.S10-20_L0-8_M2.pal,10100,10200,0
203,nc_045512.2.fasta.S10-20_L0-8_M2.pal,10150,10250,0
204,nc_045512.2.fasta.S10-20_L0-8_M2.pal,10200,10300,1
205,nc_045512.2.fasta.S10-20_L0-8_M2.pal,10250,10350,2
206,nc_045512.2.fasta.S10-20_L0-8_M2.pal,10300,10400,1
207,nc_045512.2.fasta.S10-20_L0-8_M2.pal,10350,10450,0
208,nc_045512.2.fasta.S10-20_L0-8_M2.pal,10400,10500,4
209,nc_045512.2.fasta.S10-20_L0-8_M2.pal,10450,10550,4
210,nc_045512.2.fasta.S10-20_L0-8_M2.pal,10500,10600,0
211,nc_045512.2.fasta.S10-20_L0-8_M2.pal,10550,10650,0
212,nc_045512.2.fasta.S10-20_L0-8_M2.pal,10600,10700,0
213,nc_045512.2.fasta.S10-20_L0-8_M2.pal,10650,10750,0
214,nc_045512.2.fasta.S10-20_L0-8_M2.pal,10700,10800,0
215,nc_045512.2.fasta.S10-20_L0-8_M2.pal,10750,10850,0
216,nc_045512.2.fasta.S10-20_L0-8_M2.pal,10800,10900,1
217,nc_045512.2.fasta.S10-20_L0-8_M2.pal,10850,10950,1
218,nc_045512.2.fasta.S10-20_L0-8_M2.pal,10900,11000,2
219,nc_045512.2.fasta.S10-20_L0-8_M2.pal,10950,11050,2
220,nc_045512.2.fasta.S10-20_L0-8_M2.pal,11000,11100,1
221,nc_045512.2.fasta.S10-20_L0-8_M2.pal,11050,11150,0
222,nc_045512.2.fasta.S10-20_L0-8_M2.pal,11100,11200,0
223,nc_045512.2.fasta.S10-20_L0-8_M2.pal,11150,11250,0
224,nc_045512.2.fasta.S10-20_L0-8_M2.pal,11200,11300,0
225,nc_045512.2.fasta.S10-20_L0-8_M2.pal,11250,11350,0
226,nc_045512.2.fasta.S10-20_L0-8_M2.pal,11300,11400,0
227,nc_045512.2.fasta.S10-20_L0-8_M2.pal,11350,11450,2
228,nc_045512.2.fasta.S10-20_L0-8_M2.pal,11400,11500,8
229,nc_045512.2.fasta.S10-20_L0-8_M2.pal,11450,11550,8
230,nc_045512.2.fasta.S10-20_L0-8_M2.pal,11500,11600,6
231,nc_045512.2.fasta.S10-20_L0-8_M2.pal,11550,11650,0
232,nc_045512.2.fasta.S10-20_L0-8_M2.pal,11600,11700,0
233,nc_045512.2.fasta.S10-20_L0-8_M2.pal,11650,11750,0
234,nc_045512.2.fasta.S10-20_L0-8_M2.pal,11700,11800,4
235,nc_045512.2.fasta.S10-20_L0-8_M2.pal,11750,11850,5
236,nc_045512.2.fasta.S10-20_L0-8_M2.pal,11800,11900,15
237,nc_045512.2.fasta.S10-20_L0-8_M2.pal,11850,11950,11
238,nc_045512.2.fasta.S10-20_L0-8_M2.pal,11900,12000,12
239,nc_045512.2.fasta.S10-20_L0-8_M2.pal,11950,12050,2
240,nc_045512.2.fasta.S10-20_L0-8_M2.pal,12000,12100,2
241,nc_045512.2.fasta.S10-20_L0-8_M2.pal,12050,12150,3
242,nc_045512.2.fasta.S10-20_L0-8_M2.pal,12100,12200,3
243,nc_045512.2.fasta.S10-20_L0-8_M2.pal,12150,12250,3
244,nc_045512.2.fasta.S10-20_L0-8_M2.pal,12200,12300,0
245,nc_045512.2.fasta.S10-20_L0-8_M2.pal,12250,12350,0
246,nc_045512.2.fasta.S10-20_L0-8_M2.pal,12300,12400,4
247,nc_045512.2.fasta.S10-20_L0-8_M2.pal,12350,12450,4
248,nc_045512.2.fasta.S10-20_L0-8_M2.pal,12400,12500,6
249,nc_045512.2.fasta.S10-20_L0-8_M2.pal,12450,12550,2
250,nc_045512.2.fasta.S10-20_L0-8_M2.pal,12500,12600,2
251,nc_045512.2.fasta.S10-20_L0-8_M2.pal,12550,12650,1
252,nc_045512.2.fasta.S10-20_L0-8_M2.pal,12600,12700,2
253,nc_045512.2.fasta.S10-20_L0-8_M2.pal,12650,12750,2
254,nc_045512.2.fasta.S10-20_L0-8_M2.pal,12700,12800,1
255,nc_045512.2.fasta.S10-20_L0-8_M2.pal,12750,12850,0
256,nc_045512.2.fasta.S10-20_L0-8_M2.pal,12800,12900,2
257,nc_045512.2.fasta.S10-20_L0-8_M2.pal,12850,12950,6
258,nc_045512.2.fasta.S10-20_L0-8_M2.pal,12900,13000,8
259,nc_045512.2.fasta.S10-20_L0-8_M2.pal,12950,13050,5
260,nc_045512.2.fasta.S10-20_L0-8_M2.pal,13000,13100,3
261,nc_045512.2.fasta.S10-20_L0-8_M2.pal,13050,13150,1
262,nc_045512.2.fasta.S10-20_L0-8_M2.pal,13100,13200,1
263,nc_045512.2.fasta.S10-20_L0-8_M2.pal,13150,13250,1
264,nc_045512.2.fasta.S10-20_L0-8_M2.pal,13200,13300,3
265,nc_045512.2.fasta.S10-20_L0-8_M2.pal,13250,13350,7
266,nc_045512.2.fasta.S10-20_L0-8_M2.pal,13300,13400,4
267,nc_045512.2.fasta.S10-20_L0-8_M2.pal,13350,13450,3
268,nc_045512.2.fasta.S10-20_L0-8_M2.pal,13400,13500,4
269,nc_045512.2.fasta.S10-20_L0-8_M2.pal,13450,13550,4
270,nc_045512.2.fasta.S10-20_L0-8_M2.pal,13500,13600,4
271,nc_045512.2.fasta.S10-20_L0-8_M2.pal,13550,13650,1
272,nc_045512.2.fasta.S10-20_L0-8_M2.pal,13600,13700,8
273,nc_045512.2.fasta.S10-20_L0-8_M2.pal,13650,13750,9
274,nc_045512.2.fasta.S10-20_L0-8_M2.pal,13700,13800,2
275,nc_045512.2.fasta.S10-20_L0-8_M2.pal,13750,13850,2
276,nc_045512.2.fasta.S10-20_L0-8_M2.pal,13800,13900,3
277,nc_045512.2.fasta.S10-20_L0-8_M2.pal,13850,13950,3
278,nc_045512.2.fasta.S10-20_L0-8_M2.pal,13900,14000,1
279,nc_045512.2.fasta.S10-20_L0-8_M2.pal,13950,14050,0
280,nc_045512.2.fasta.S10-20_L0-8_M2.pal,14000,14100,1
281,nc_045512.2.fasta.S10-20_L0-8_M2.pal,14050,14150,1
282,nc_045512.2.fasta.S10-20_L0-8_M2.pal,14100,14200,4
283,nc_045512.2.fasta.S10-20_L0-8_M2.pal,14150,14250,3
284,nc_045512.2.fasta.S10-20_L0-8_M2.pal,14200,14300,1
285,nc_045512.2.fasta.S10-20_L0-8_M2.pal,14250,14350,3
286,nc_045512.2.fasta.S10-20_L0-8_M2.pal,14300,14400,3
287,nc_045512.2.fasta.S10-20_L0-8_M2.pal,14350,14450,3
288,nc_045512.2.fasta.S10-20_L0-8_M2.pal,14400,14500,2
289,nc_045512.2.fasta.S10-20_L0-8_M2.pal,14450,14550,2
290,nc_045512.2.fasta.S10-20_L0-8_M2.pal,14500,14600,0
291,nc_045512.2.fasta.S10-20_L0-8_M2.pal,14550,14650,1
292,nc_045512.2.fasta.S10-20_L0-8_M2.pal,14600,14700,1
293,nc_045512.2.fasta.S10-20_L0-8_M2.pal,14650,14750,0
294,nc_045512.2.fasta.S10-20_L0-8_M2.pal,14700,14800,2
295,nc_045512.2.fasta.S10-20_L0-8_M2.pal,14750,14850,3
296,nc_045512.2.fasta.S10-20_L0-8_M2.pal,14800,14900,2
297,nc_045512.2.fasta.S10-20_L0-8_M2.pal,14850,14950,1
298,nc_045512.2.fasta.S10-20_L0-8_M2.pal,14900,15000,0
299,nc_045512.2.fasta.S10-20_L0-8_M2.pal,14950,15050,0
300,nc_045512.2.fasta.S10-20_L0-8_M2.pal,15000,15100,0
301,nc_045512.2.fasta.S10-20_L0-8_M2.pal,15050,15150,0
302,nc_045512.2.fasta.S10-20_L0-8_M2.pal,15100,15200,1
303,nc_045512.2.fasta.S10-20_L0-8_M2.pal,15150,15250,1
304,nc_045512.2.fasta.S10-20_L0-8_M2.pal,15200,15300,1
305,nc_045512.2.fasta.S10-20_L0-8_M2.pal,15250,15350,0
306,nc_045512.2.fasta.S10-20_L0-8_M2.pal,15300,15400,2
307,nc_045512.2.fasta.S10-20_L0-8_M2.pal,15350,15450,2
308,nc_045512.2.fasta.S10-20_L0-8_M2.pal,15400,15500,1
309,nc_045512.2.fasta.S10-20_L0-8_M2.pal,15450,15550,1
310,nc_045512.2.fasta.S10-20_L0-8_M2.pal,15500,15600,2
311,nc_045512.2.fasta.S10-20_L0-8_M2.pal,15550,15650,2
312,nc_045512.2.fasta.S10-20_L0-8_M2.pal,15600,15700,8
313,nc_045512.2.fasta.S10-20_L0-8_M2.pal,15650,15750,6
314,nc_045512.2.fasta.S10-20_L0-8_M2.pal,15700,15800,10
315,nc_045512.2.fasta.S10-20_L0-8_M2.pal,15750,15850,10
316,nc_045512.2.fasta.S10-20_L0-8_M2.pal,15800,15900,1
317,nc_045512.2.fasta.S10-20_L0-8_M2.pal,15850,15950,0
318,nc_045512.2.fasta.S10-20_L0-8_M2.pal,15900,16000,3
319,nc_045512.2.fasta.S10-20_L0-8_M2.pal,15950,16050,3
320,nc_045512.2.fasta.S10-20_L0-8_M2.pal,16000,16100,1
321,nc_045512.2.fasta.S10-20_L0-8_M2.pal,16050,16150,4
322,nc_045512.2.fasta.S10-20_L0-8_M2.pal,16100,16200,6
323,nc_045512.2.fasta.S10-20_L0-8_M2.pal,16150,16250,5
324,nc_045512.2.fasta.S10-20_L0-8_M2.pal,16200,16300,0
325,nc_045512.2.fasta.S10-20_L0-8_M2.pal,16250,16350,0
326,nc_045512.2.fasta.S10-20_L0-8_M2.pal,16300,16400,2
327,nc_045512.2.fasta.S10-20_L0-8_M2.pal,16350,16450,4
328,nc_045512.2.fasta.S10-20_L0-8_M2.pal,16400,16500,6
329,nc_045512.2.fasta.S10-20_L0-8_M2.pal,16450,16550,2
330,nc_045512.2.fasta.S10-20_L0-8_M2.pal,16500,16600,1
331,nc_045512.2.fasta.S10-20_L0-8_M2.pal,16550,16650,1
332,nc_045512.2.fasta.S10-20_L0-8_M2.pal,16600,16700,1
333,nc_045512.2.fasta.S10-20_L0-8_M2.pal,16650,16750,0
334,nc_045512.2.fasta.S10-20_L0-8_M2.pal,16700,16800,0
335,nc_045512.2.fasta.S10-20_L0-8_M2.pal,16750,16850,7
336,nc_045512.2.fasta.S10-20_L0-8_M2.pal,16800,16900,14
337,nc_045512.2.fasta.S10-20_L0-8_M2.pal,16850,16950,8
338,nc_045512.2.fasta.S10-20_L0-8_M2.pal,16900,17000,5
339,nc_045512.2.fasta.S10-20_L0-8_M2.pal,16950,17050,4
340,nc_045512.2.fasta.S10-20_L0-8_M2.pal,17000,17100,0
341,nc_045512.2.fasta.S10-20_L0-8_M2.pal,17050,17150,1
342,nc_045512.2.fasta.S10-20_L0-8_M2.pal,17100,17200,1
343,nc_045512.2.fasta.S10-20_L0-8_M2.pal,17150,17250,1
344,nc_045512.2.fasta.S10-20_L0-8_M2.pal,17200,17300,2
345,nc_045512.2.fasta.S10-20_L0-8_M2.pal,17250,17350,2
346,nc_045512.2.fasta.S10-20_L0-8_M2.pal,17300,17400,0
347,nc_045512.2.fasta.S10-20_L0-8_M2.pal,17350,17450,1
348,nc_045512.2.fasta.S10-20_L0-8_M2.pal,17400,17500,1
349,nc_045512.2.fasta.S10-20_L0-8_M2.pal,17450,17550,7
350,nc_045512.2.fasta.S10-20_L0-8_M2.pal,17500,17600,6
351,nc_045512.2.fasta.S10-20_L0-8_M2.pal,17550,17650,6
352,nc_045512.2.fasta.S10-20_L0-8_M2.pal,17600,17700,1
353,nc_045512.2.fasta.S10-20_L0-8_M2.pal,17650,17750,4
354,nc_045512.2.fasta.S10-20_L0-8_M2.pal,17700,17800,6
355,nc_045512.2.fasta.S10-20_L0-8_M2.pal,17750,17850,2
356,nc_045512.2.fasta.S10-20_L0-8_M2.pal,17800,17900,5
357,nc_045512.2.fasta.S10-20_L0-8_M2.pal,17850,17950,7
358,nc_045512.2.fasta.S10-20_L0-8_M2.pal,17900,18000,9
359,nc_045512.2.fasta.S10-20_L0-8_M2.pal,17950,18050,8
360,nc_045512.2.fasta.S10-20_L0-8_M2.pal,18000,18100,4
361,nc_045512.2.fasta.S10-20_L0-8_M2.pal,18050,18150,4
362,nc_045512.2.fasta.S10-20_L0-8_M2.pal,18100,18200,5
363,nc_045512.2.fasta.S10-20_L0-8_M2.pal,18150,18250,1
364,nc_045512.2.fasta.S10-20_L0-8_M2.pal,18200,18300,1
365,nc_045512.2.fasta.S10-20_L0-8_M2.pal,18250,18350,0
366,nc_045512.2.fasta.S10-20_L0-8_M2.pal,18300,18400,2
367,nc_045512.2.fasta.S10-20_L0-8_M2.pal,18350,18450,2
